NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	Ercc6l	na	7	4.7628302574157715	0.017699914	Yes	
row_1	4930427A07Rik	na	12	4.69730806350708	0.03523132	Yes	
row_2	S100a6	na	24	4.432492733001709	0.051587775	Yes	
row_3	Ska1	na	26	4.3924784660339355	0.06805226	Yes	
row_4	Il1r1	na	61	3.774277687072754	0.08134366	Yes	
row_5	Vsig10	na	72	3.601919412612915	0.094607785	Yes	
row_6	Arhgap19	na	91	3.330477714538574	0.10664627	Yes	
row_7	Tnfrsf1b	na	105	3.192936420440674	0.11829751	Yes	
row_8	Atad5	na	125	3.005788564682007	0.12909122	Yes	
row_9	Tmem109	na	127	2.9899649620056152	0.14029036	Yes	
row_10	Gm5601	na	128	2.9884214401245117	0.15150954	Yes	
row_11	Xrcc6bp1	na	135	2.935720682144165	0.16237591	Yes	
row_12	Dut	na	150	2.79495906829834	0.17250724	Yes	
row_13	St6galnac4	na	169	2.6254706382751465	0.18189897	Yes	
row_14	Anln	na	193	2.44638729095459	0.19048926	Yes	
row_15	Itgae	na	214	2.350860595703125	0.19879839	Yes	
row_16	Gstcd	na	244	2.2299418449401855	0.20642114	Yes	
row_17	Calm3	na	249	2.210693120956421	0.21461727	Yes	
row_18	Sgol2	na	264	2.183622121810913	0.22245349	Yes	
row_19	Cdc25b	na	276	2.1516201496124268	0.23024707	Yes	
row_20	Acot11	na	285	2.116006851196289	0.2379844	Yes	
row_21	Hmgb1	na	286	2.113713026046753	0.24591975	Yes	
row_22	Mapk6	na	293	2.09702205657959	0.25363746	Yes	
row_23	0610009O20Rik	na	295	2.089045286178589	0.26145437	Yes	
row_24	Aebp2	na	300	2.0757670402526855	0.26914394	Yes	
row_25	Fkbp5	na	301	2.0755083560943604	0.27693585	Yes	
row_26	Nme1	na	335	1.987972617149353	0.2835469	Yes	
row_27	Hdgf	na	361	1.932017207145691	0.2901545	Yes	
row_28	Gskip	na	367	1.9149746894836426	0.29721457	Yes	
row_29	Mrpl12	na	383	1.8925220966339111	0.30393213	Yes	
row_30	Stil	na	413	1.803526520729065	0.30995405	Yes	
row_31	Map2k3	na	418	1.7956525087356567	0.316592	Yes	
row_32	Fh1	na	423	1.784928560256958	0.3231897	Yes	
row_33	Nf2	na	428	1.7789686918258667	0.32976505	Yes	
row_34	Cybb	na	433	1.7703195810317993	0.3363079	Yes	
row_35	Prim1	na	441	1.7603305578231812	0.3427358	Yes	
row_36	Mif	na	446	1.754443645477295	0.34921905	Yes	
row_37	Ung	na	457	1.7358202934265137	0.35547742	Yes	
row_38	St14	na	467	1.7194496393203735	0.3617002	Yes	
row_39	Pmf1	na	471	1.7086025476455688	0.3680372	Yes	
row_40	Bub1	na	496	1.6729168891906738	0.37369788	Yes	
row_41	Itgb1	na	504	1.6655758619308472	0.37977	Yes	
row_42	Mrps6	na	505	1.6654223203659058	0.3860224	Yes	
row_43	Cmtm7	na	512	1.6553539037704468	0.39208198	Yes	
row_44	Ints10	na	532	1.6329565048217773	0.39772177	Yes	
row_45	Sec11c	na	535	1.631959080696106	0.40379685	Yes	
row_46	Bcat1	na	543	1.61947500705719	0.40969592	Yes	
row_47	Id2	na	544	1.6142983436584473	0.41575634	Yes	
row_48	Mrps12	na	550	1.6087450981140137	0.4216668	Yes	
row_49	Ptprv	na	553	1.603966474533081	0.4276368	Yes	
row_50	Srgn	na	560	1.5931167602539062	0.43346274	Yes	
row_51	Trip13	na	567	1.584397554397583	0.43925595	Yes	
row_52	B9d2	na	570	1.5803841352462769	0.4451374	Yes	
row_53	Abcb1a	na	575	1.575682282447815	0.45094955	Yes	
row_54	Snx19	na	639	1.5177773237228394	0.45502064	Yes	
row_55	Hsp90aa1	na	651	1.508318543434143	0.46039912	Yes	
row_56	Ppcs	na	655	1.5051432847976685	0.46597227	Yes	
row_57	Psmb5	na	657	1.5039243698120117	0.47159252	Yes	
row_58	Coq7	na	659	1.5033223628997803	0.4772105	Yes	
row_59	H2afz	na	666	1.4993516206741333	0.4826844	Yes	
row_60	Src	na	669	1.4981073141098022	0.488257	Yes	
row_61	Casp8ap2	na	674	1.4940428733825684	0.49376264	Yes	
row_62	Cenpk	na	682	1.486261010169983	0.4991616	Yes	
row_63	Fdxr	na	684	1.4839268922805786	0.50470674	Yes	
row_64	Tmco4	na	690	1.475706696510315	0.51011777	Yes	
row_65	Hint1	na	705	1.463587999343872	0.51525086	Yes	
row_66	Cldn25	na	732	1.428479790687561	0.5199422	Yes	
row_67	Pabpc4	na	738	1.4217660427093506	0.5251507	Yes	
