"","Feature.ID","LNTcon1","LNTcon2","LNTcon3","LNTfh1","LNTfh2","LNTfh3","LNTreg1","LNTreg2","LNTreg3","LNTfr1","LNTfr2","LNTfr3","SpleenTcon1","SpleenTcon2","SpleenTcon3","SpleenTfh1","SpleenTfh2","SpleenTfh3","SpleenTreg1","SpleenTreg2","SpleenTreg3","SpleenTfr1","SpleenTfr2","SpleenTfr3","BloodTcon1","BloodTcon2","BloodTcon3","BloodTfh1","BloodTfh2","BloodTfh3","BloodTreg1","BloodTreg2","BloodTreg3","BloodTfr1","BloodTfr2","BloodTfr3","EZH2EXP_F_p_Treg_1","EZH2EXP_F_p_Treg_2","EZH2EXP_F_p_Treg_3","EZH2EXP_F_p_Tfr_1","EZH2EXP_F_p_Tfr_2","EZH2EXP_F_p_Tfr_3","BlimpEXP_F_p_Treg_1","BlimpEXP_F_p_Treg_2","BlimpEXP_F_p_Treg_3","BlimpEXP_F_p_Treg_4","BlimpEXP_F_p_Tfr_1","BlimpEXP_F_p_Tfr_2","BlimpEXP_F_p_Tfr_3","BlimpEXP_F_p_Tfr_4","FoxDownFoxP_Tfr_1","FoxDownFoxP_Tfr_2","FoxDownFoxP_Tfr_3","FoxDownFoxMTfr_1","FoxDownFoxMTfr_2","FoxDownFoxMTfr_3","FoxDown_Tfh_1","FoxDown_Tfh_2","FoxDown_Tfh_3","HDM_OVA_Tcon_1","HDM_OVA_Tcon_2","HDM_OVA_Tfh_1","HDM_OVA_Tfh_2","HDM_OVA_Tfr_1","HDM_OVA_Tfr_2","HDM_Tfh_1","HDM_Tfh_2","HDM_Tfr_1","HDM_Tfr_2","FoxF_CreN_Tcon_1","FoxF_CreN_Tcon_2","FoxF_CreN_Tcon_3","FoxF_CreN_Tcon_4","FoxF_CreN_Treg_1","FoxF_CreN_Treg_2","FoxF_CreN_Treg_3","FoxF_CreN_Treg_4","FoxF_CreN_ICOS_1","FoxF_CreN_ICOS_2","FoxF_CreN_ICOS_3","FoxF_CreN_ICOS_4","FoxF_CreN_Tfr_1","FoxF_CreN_Tfr_2","FoxF_CreN_Tfr_3","FoxF_CreN_Tfr_4","rfTestPred","X1","X2"
"28634","Odc1",23.034,12.005,7.542,299.681,241.282,330.251,100.352,57.739,42.625,394.304,474.935,485.632,50.326,20.221,52.009,133.214,118.175,132.522,113.382,37.995,96.523,289.077,287.173,353.295,26.345,32.231,44.088,43.953,61.672,84.542,65.619,44.528,63.825,129.882,21.877,136.47,58.1697243129,7.2509237956,79.0044351455,284.6340854978,428.5659123765,443.830024178,64.6652935009,13.0808404113,1.0249199025,58.3943310783,275.4006954652,227.1144753788,198.5074574581,260.3866004073,500.9269321741,569.1747701834,429.0664291718,201.3310860949,210.8886221683,152.2632528161,594.6739904726,531.3854048882,536.0215518066,38.7396883,13.4908322,86.3746819,264.538807,410.644772,233.3068,97.5737643,56.4324867,116.39133,189.006064,49.7505945604,13.3866456496,16.5487476459,41.3387318655,64.0416453671,63.6022497024,87.999700801,92.0379150191,273.1002257894,185.9966714924,226.6982378414,223.2142857143,247.8559720749,53.7057922623,304.3728879561,251.6266687502,"2",0.001,0.999
"30810","Plk1",25.825,1.108,5.802,53.44,51.138,51.611,0.58,11.857,0,60.806,74.639,153.697,10.809,3.072,2.777,27.915,27.536,46.733,0.527,8.328,23.853,34.282,39.226,34.221,2.773,4.876,1.53,57.092,53.061,35.743,11.931,0.564,11.861,30.761,0,61.956,16.0100158659,7.2509237956,0,71.1585213744,147.6642945614,81.2334486848,0,0,5.1245995125,0,119.8212593026,62.0603508302,76.4837556677,151.4827706772,17.3879690596,22.8978355821,53.7663887672,5.7523167456,22.5642147176,4.4348520238,64.0903063937,28.4501406543,57.9937076827,1.46187503,0,62.0618084,57.9410219,81.1739666,85.2844186,71.4555345,78.7084683,45.9439459,131.392374,1.6311670348,10.8766495903,12.1357482737,0,0,0,7.6999738201,12.6552133151,176.7509977129,137.4154513265,80.8663052821,190.1282433642,107.6993211992,44.4461729067,91.5812229249,72.385754024,"2",0.001,0.999
"32991","Rrm2",0,1.847,4.061,124.163,149.117,102.455,4.06,2.062,8.525,167.918,251.463,303.089,3.544,4.351,15.653,72.084,41.304,76.759,33.224,8.848,9.43,66.71,25.666,87.239,7.349,9.967,6.568,55.42,29.789,71.812,29.23,33.818,17.51,62.377,105.011,99.631,0,32.3502753957,4.0864363006,201.3462707072,287.2664580979,325.6722806365,0,35.9723111311,20.4983980502,0,171.262847066,166.814701877,185.0790118065,201.4311437113,87.4512561529,124.3025360171,115.517884777,34.5139004734,96.3318397559,8.8697040475,111.8953709988,127.8675766075,44.5458914085,0,8.729362,154.194802,103.006261,244.715634,194.095573,121.22801,51.4822686,232.170073,315.424594,8.1558351738,3.3466614124,0,4.5931924295,13.7232097215,34.3250236489,18.6999364202,0,317.6202139352,351.1728200565,290.3009498611,417.5365344468,315.7212977621,266.6770374403,237.8033435612,372.2695921235,"2",0.001,0.999
"34233","Smco4",13.262,35.277,39.161,312.061,248.022,284.938,1.16,24.745,0.533,263.337,241.688,183.834,48.199,34.556,29.287,313.541,200.353,315.389,72.248,41.638,31.065,242.751,281.362,178.816,32.724,47.116,43.188,156.226,197.117,131.057,28.634,52.982,34.454,55.541,77.665,40.187,16.5436830615,8.9242139023,6.8107271677,242.1815585414,154.8777802153,99.6955961132,57.24468605,26.1616808226,0,43.7957483088,136.7593430784,117.0783923464,216.6066668146,90.0708366189,52.4196126063,57.2445889552,75.5923485638,6.9027800947,83.3140235727,41.3919522219,86.6795127456,69.2286755922,110.524240004,2.92375006,35.7110264,146.517053,174.408329,100.273723,75.4816119,201.553887,191.573442,76.5732432,121.859173,82.3739352557,46.8532597737,45.2332435656,78.0842713015,34.3080243038,44.4206188398,4.3999850401,49.4703793228,213.9617340735,178.362479752,222.1551869829,151.9161944527,185.8919790562,109.2635083957,155.0724068854,213.7103214042,"2",0.001,0.999
"35250","Tacc3",8.376,3.879,2.031,65.697,68.24,53.915,0.58,5.671,22.911,141.257,135.95,113.658,18.429,0.256,17.42,27.679,34.277,41.089,3.692,15.094,3.883,34.745,82.81,68.924,17.055,9.622,10.617,35.115,57.716,21.217,9.545,16.909,27.677,63.232,44.849,66.979,33.6210333184,23.4260614934,0,61.8593964221,132.3886778826,57.6018999765,32.8626901398,48.2355990166,66.6197936631,35.036598647,200.1203231285,116.1981036822,143.6259839256,115.4544360296,37.8444032475,12.2666976333,65.4778793897,26.4606570296,28.6391956031,23.6525441268,40.2753291545,73.8123093643,45.1762577963,24.120938,4.76147018,49.2655593,89.8378471,91.9175798,138.219575,97.5737643,69.7980757,142.732525,150.873262,38.332425317,10.8766495903,11.0324984306,2.2965962148,1.1436008101,12.114714229,82.499719501,40.2665878209,138.8757839173,145.0496430668,106.30739009,152.3821950492,184.4166458891,133.3385187202,106.9730250971,63.1939122432,"2",0.001,0.999
"37002","Ube2c",4.188,4.802,6.382,84.328,60.995,58.524,2.9,0,9.058,181.015,203.48,306.103,0.177,0,14.138,28.975,55.215,62.423,2.109,0,0,88.02,65.377,40.005,0.277,4.574,9.627,161.72,83.781,49.452,13.124,1.127,0,8.545,99.542,92.096,20.8130206257,87.011085547,9.5350180348,96.2257277677,134.5102913103,78.2795050963,15.9013016806,0,12.2990388301,29.1971655392,58.9696249971,154.0505162453,66.5583827948,162.127505914,89.4968995717,179.0937854456,164.4932091986,155.3125521304,48.5998470841,88.6970404754,70.394270957,103.3688443774,59.4645625877,2.19281255,15.0779889,83.815432,97.4462641,102.661193,92.1463834,82.7898606,56.4324867,239.521105,160.406463,0.8155835174,0,33.0974952919,0,0,3.0286785573,19.7999326802,0,273.1002257894,204.7351421278,192.6253564023,248.3783179242,146.0579835441,246.3058748581,215.4852304114,51.7041100172,"2",0.001,0.999
"718","2700094K13Rik",14.658,39.525,81.222,96.952,119.125,114.282,46.985,44.335,25.042,98.693,128.397,206.221,23.036,58.617,60.34,66.077,85.763,99.109,23.731,31.229,16.642,100.065,81.358,64.104,43.678,56.134,50.566,114.9,39.796,48.147,46.53,13.527,28.241,21.362,88.603,65.305,52.299385162,62.4694973158,52.4425991914,125.7403417469,176.0939144913,107.8189409817,42.4034711481,16.3510505141,5.1245995125,99.2703628332,116.0572406858,52.3771755234,140.70675661,60.5931082709,68.7847599565,107.9469391727,41.5225576618,101.240774722,50.3355559085,45.8268042456,63.7400861402,70.6511826249,49.5888225113,63.5915638,58.7247989,79.9765573,91.0083728,102.661193,176.450521,135.519117,60.3926612,177.649924,202.684135,49.7505945604,13.3866456496,80.5372385436,6.8897886443,68.6160486076,31.2963450917,14.2999513802,20.7085308793,145.5205582674,231.8018219346,230.7869836141,205.506263048,256.7079710776,61.1134877467,139.2958096588,164.3041718323,"2",0.002,0.998
"3208","Arpc4",151.463,146.279,180.429,364.153,409.86,412.891,207.664,178.887,158.246,362.498,368.753,385.319,214.948,231.139,220.659,336.98,294.148,368.782,180.357,224.845,193.601,300.659,310.902,292.565,156.685,183.503,148.189,276.859,157.321,248.568,153.309,180.365,159.846,301.633,498.803,417.782,86.454085676,426.6889772014,261.5319232404,390.9675577789,511.3088360532,258.4700639972,251.2405665528,109.5520384446,321.824849388,84.6717800636,284.1834055711,367.9606616602,568.6654810711,339.8127017894,372.3071022182,425.2455179531,330.0510993629,330.1829811957,459.0949840619,193.655205038,378.5880940523,435.6032646853,379.0603212305,133.761565,166.651456,294.313731,363.155597,353.345501,279.379992,236.049662,284.637543,300.167113,254.080521,101.9479396729,123.8264722591,182.0362241053,165.354927462,161.2477142279,251.3803202525,238.6991884228,262.3080578044,432.574810192,376.8514650014,423.8666451023,494.4266328661,404.2412877888,483.3521303606,447.1318531037,304.4797589899,"2",0.002,0.998
"4668","Ccna2",18.846,5.356,16.244,92.295,109.942,130.718,3.48,6.702,12.255,160.435,258.127,296.631,0.532,8.447,40.648,62.425,56.219,68.857,3.692,6.766,4.438,25.943,169.011,133.51,18.026,9.794,19.255,75.963,32.349,63.978,38.775,2.255,14.685,3.418,50.318,14.233,76.3144089609,21.7527713867,76.2801442784,276.9521996676,170.153396894,163.2053832668,43.4635579269,62.1339919536,1.0249199025,32.1168820931,148.0513989289,98.592330397,142.4582929993,194.0617116243,88.7297832897,77.6890850107,97.4183083604,74.7801176924,28.6391956031,8.8697040475,89.6563849005,83.7698585933,3.3619540686,6.57843764,7.93578364,154.834615,100.079947,225.615878,82.3435766,97.0809675,66.332923,253.610582,196.46683,2.4467505522,0.8366653531,5.5162492153,0,21.7284153924,2.0191190382,2.19999252,11.5047393774,245.192173519,310.9198090619,235.7843395585,413.8085296749,219.8246418998,177.7846916269,151.9940464509,190.7307169522,"2",0.002,0.998
"4925","Cdk6",15.356,11.451,6.962,107.616,136.732,83.254,40.605,31.447,33.567,108.983,139.504,179.098,8.86,6.911,2.777,72.202,70.991,54.86,14.766,9.369,4.438,49.106,110.414,66.996,10.815,22.825,8.908,38.459,36.538,69.038,18.493,70.455,59.307,0.854,31.722,30.141,36.8230364916,0,17.7078906361,122.5058635026,53.0403356902,115.203799953,21.2017355741,22.0739181941,36.8971164903,122.6280952645,104.1378483991,44.0144332129,56.6330099219,195.6993631992,35.7987598287,105.4935996461,73.4629866324,74.7801176924,9.5463985344,20.6959761109,87.5550633794,66.8578305377,108.6331408405,27.7756256,15.8715673,110.687555,83.6925872,100.273723,39.211227,43.3661175,67.8179884,65.5466962,144.24147,5.7090846217,19.2433031213,36.4072448211,2.2965962148,49.1748348355,26.2485474962,45.0998466605,9.2037915019,116.9480285619,125.6171550005,75.4146442519,162.1682075753,61.9639930187,116.6712038802,73.1110603182,65.4918726884,"2",0.002,0.998
"4943","Cdkn2c",0,8.496,0.29,68.639,70.43,58.216,25.523,3.093,0,115.999,125.731,128.727,19.847,7.935,9.594,47.938,50.483,49.442,21.622,23.942,1.109,72.269,11.138,83.865,10.399,10.744,2.969,49.448,22.574,40.149,19.089,5.636,0,37.597,0,14.233,6.9376735419,0,0,51.7516519087,44.5538819797,46.5246115195,0,0,0,0,27.6028031901,54.1377528519,34.4468823236,7.369432087,45.0041552132,11.448917791,73.9953271152,1.1504633491,21.6963603054,31.0439641664,58.1365620839,65.277267168,73.9629895084,17.5425004,0,21.7536236,77.5473273,81.1739666,91.1661027,53.2220532,33.6614833,28.1789535,28.1851149,0.8155835174,5.8566574717,0,11.4829810738,8.0052056709,0,9.8999663401,0,69.7701306761,92.3043183153,94.4954578578,98.3261258574,72.2913251885,94.4481174268,48.0993817883,73.5347342466,"2",0.002,0.998
"5006","Cenpf",1.396,0,0.29,49.886,29.992,48.539,0,0.516,0,136.112,43.984,162.308,4.607,14.59,6.564,27.561,48.762,43.233,0,0,22.189,32.429,51.333,47.234,2.219,2.977,12.057,91.49,64.465,33.621,13.124,14.091,8.472,67.504,53.599,3.349,0,12.2707941156,0,104.716233159,133.6616459392,112.2498563645,3.1802603361,12.2632878856,50.221075223,5.8394331078,161.852800524,110.9163716966,124.3590836429,210.4382273732,77.223039059,43.3423316375,67.0749008383,52.9213140592,102.4068206414,29.5656801585,93.5088076892,108.7427598343,63.6670051734,2.19281255,22.2201942,132.441179,95.6904755,119.37348,149.982943,113.343262,164.842264,175.812166,236.25758,4.0779175869,0,1.1032498431,64.304694013,61.7544437468,11.1051547099,0,0,136.8823516122,146.4376779287,142.1974918725,225.5442886967,135.7306513743,68.5211832312,140.834989876,86.1735166953,"2",0.002,0.998
"5247","Ckap2l",0,6.464,0.29,32.113,36.479,40.705,0,1.031,0,49.113,87.523,62.426,0.709,0,0,17.196,23.951,29.01,0,0,0,25.943,46.006,9.64,6.378,0.388,0,16.005,6.284,12.894,9.545,0,16.945,6.836,0,0,31.4863645363,2.7888168445,0,9.7034347329,43.7052366087,96.7416525247,0,8.9930777828,35.8721965878,0,41.4042047852,36.0918352346,29.1922731556,13.1012125991,28.6390078629,30.257854162,7.4527667598,31.0625104261,11.2821073588,20.6959761109,28.0176202814,30.8209857089,38.2422275299,8.77125018,1.58715673,58.2229337,64.0862818,63.2679445,22.5464555,63.5707858,61.3827048,78.4110011,59.6861256,0,5.8566574717,0,2.2965962148,0,0,0,5.7523696887,59.138491716,103.4085972103,59.0596611611,119.2961526991,13.277998504,0,36.9403252134,86.1735166953,"2",0.002,0.998
"5734","Crmp1",2.792,0.185,3.481,24.759,33.109,31.95,8.701,11.857,20.247,67.354,50.648,89.119,3.19,0,0.252,16.136,14.055,31.607,3.692,7.287,0.555,43.084,14.528,35.185,0.139,2.373,1.26,51.598,2.56,30.683,11.334,3.945,0.565,19.653,28.441,18.419,0,4.4621069511,0,48.5171736644,29.7025879865,11.8157743542,0,0,0,0,74.6530359006,35.6516909025,42.0368733441,16.3765157489,8.4382791025,4.9066790533,13.8408525539,0,5.2071264733,1.4782840079,34.146474718,21.3376054908,49.1685782527,0,0,5.75831212,40.090505,62.0742097,113.712558,11.8271229,43.5619196,45.9439459,57.6136907,0,0.8366653531,1.1032498431,0,21.7284153924,24.2294284581,0,14.9561611906,99.6716152516,34.0068541161,88.1351866558,92.2681181032,50.1613276818,44.4461729067,65.415159232,6.8938813356,"2",0.002,0.998
