NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	Osbpl3	na	180	1.9250495433807373	0.05562801	Yes	
row_1	Akip1	na	234	1.7697784900665283	0.109674014	Yes	
row_2	Elk1	na	426	1.3883718252182007	0.14821367	Yes	
row_3	Isg15	na	713	1.131435751914978	0.17625484	Yes	
row_4	Ctdnep1	na	820	1.07244873046875	0.20709755	Yes	
row_5	Chordc1	na	1140	0.9400460720062256	0.22829376	Yes	
row_6	Eif4g1	na	1152	0.9358065724372864	0.25731134	Yes	
row_7	Phlda3	na	1155	0.9345630407333374	0.28652245	Yes	
row_8	Dera	na	1537	0.7969247102737427	0.30163613	Yes	
row_9	Spred2	na	1637	0.7621817588806152	0.32294464	Yes	
row_10	Nxt2	na	1686	0.7409999966621399	0.344907	Yes	
row_11	Triap1	na	2082	0.6530327200889587	0.35515362	Yes	
row_12	Zfp933	na	2669	0.5545728206634521	0.3573847	Yes	
row_13	Gm13562	na	3136	0.5235927700996399	0.36174476	Yes	
row_14	Sart3	na	3315	0.5052930116653442	0.37296948	Yes	
row_15	Olfr1346	na	3329	0.50508052110672	0.38844866	Yes	
row_16	Mfsd7b	na	3404	0.5007752776145935	0.40221772	Yes	
row_17	Dnajc13	na	3749	0.45819228887557983	0.40768063	Yes	
row_18	Esr1	na	4093	0.41866999864578247	0.4119319	Yes	
row_19	Atp5s	na	4142	0.4073871374130249	0.42344826	Yes	
row_20	Hs3st3b1	na	4540	0.34111350774765015	0.42387652	Yes	
row_21	Gm12666	na	4678	0.335923969745636	0.43085682	Yes	
row_22	Gm10687	na	5220	0.2689228951931	0.42530587	Yes	
row_23	Zscan22	na	5355	0.2494184970855713	0.42965502	Yes	
row_24	Slc35e3	na	5622	0.2135716676712036	0.42947283	Yes	
row_25	Impdh2	na	5911	0.17352062463760376	0.42746842	Yes	
row_26	Gm26870	na	5989	0.16245576739311218	0.43056664	Yes	
row_27	Endod1	na	6008	0.16020998358726501	0.43511823	Yes	
row_28	Scd2	na	6596	0.0879683569073677	0.42271334	No	
row_29	Fkbp4	na	6721	0.07170888781547546	0.42175636	No	
row_30	Nprl3	na	6809	0.06148967891931534	0.4214349	No	
row_31	mt-Cytb	na	6911	0.050475113093853	0.42040703	No	
row_32	Maea	na	6944	0.04699116200208664	0.421052	No	
row_33	Wdr90	na	6957	0.04562713950872421	0.42217076	No	
row_34	Nudt8	na	7184	0.012603125534951687	0.4167289	No	
row_35	Gm13725	na	7433	0.0	0.41032428	No	
row_36	Gm23120	na	7585	0.0	0.40642467	No	
row_37	Gm13492	na	7795	0.0	0.40102723	No	
row_38	Sh3d2c-ps1	na	8135	0.0	0.39227253	No	
row_39	Gm13509	na	8213	0.0	0.390284	No	
row_40	Gm25557	na	8266	0.0	0.38894108	No	
row_41	1810046K07Rik	na	8361	0.0	0.38651353	No	
row_42	Opalin	na	8376	0.0	0.38615197	No	
row_43	Esrrb	na	8530	0.0	0.38220072	No	
row_44	Vmn1r158	na	8976	0.0	0.37070855	No	
row_45	Gm13982	na	9978	0.0	0.3448576	No	
row_46	Gm6807	na	10758	0.0	0.32473984	No	
row_47	Spam1	na	10772	0.0	0.32440412	No	
row_48	Gm6851	na	10791	0.0	0.32393926	No	
row_49	mmu-mir-6413	na	10826	0.0	0.32306123	No	
row_50	Gm6773	na	10958	0.0	0.31967813	No	
row_51	Tmem8c	na	11201	0.0	0.31342846	No	
row_52	Sema3g	na	11886	0.0	0.2957641	No	
row_53	AC142191.1	na	12032	0.0	0.29201943	No	
row_54	4930415H17Rik	na	12376	0.0	0.28316143	No	
row_55	Rad51b	na	12577	0.0	0.2779964	No	
row_56	Gm8805	na	12581	0.0	0.27791893	No	
row_57	Gm6139	na	12813	0.0	0.2719533	No	
row_58	Gm24416	na	13165	0.0	0.2628887	No	
row_59	Gm24441	na	13219	0.0	0.26151997	No	
row_60	Gm26744	na	13648	0.0	0.25046682	No	
row_61	Gm14750	na	13664	0.0	0.25007945	No	
row_62	Gm12125	na	13833	0.0	0.24574083	No	
row_63	Gm12126	na	13836	0.0	0.24568918	No	
row_64	Gm24128	na	13905	0.0	0.24393308	No	
row_65	Gm24115	na	13944	0.0	0.24295172	No	
row_66	Gm24193	na	14015	0.0	0.24114396	No	
row_67	SCARNA2	na	14066	0.0	0.23985271	No	
row_68	RP23-448C3.1	na	14317	0.0	0.23339643	No	
row_69	Gm12234	na	14375	0.0	0.2319244	No	
row_70	Gm22127	na	14617	0.0	0.22570054	No	
row_71	Gm10156	na	14714	0.0	0.22322133	No	
row_72	Gm24762	na	14823	0.0	0.22043222	No	
row_73	Wasf3	na	15223	0.0	0.210128	No	
row_74	Rgs8	na	15510	0.0	0.20274203	No	
row_75	Pax6	na	15605	0.0	0.20031446	No	
row_76	Ebf4	na	15722	0.0	0.19731875	No	
row_77	Gm12511	na	15808	0.0	0.19512361	No	
row_78	Gm24589	na	15894	0.0	0.19292848	No	
row_79	Gm24601	na	16024	0.0	0.18959704	No	
row_80	Gm24621	na	16226	0.0	0.18440619	No	
row_81	Gm17026	na	16972	0.0	0.16516648	No	
row_82	2310039H08Rik	na	17111	0.0	0.16160262	No	
row_83	Tspan7	na	17379	0.0	0.15470731	No	
row_84	Gm15001	na	17562	0.0	0.15000714	No	
row_85	Gm17365	na	17895	0.0	0.1414332	No	
row_86	Lrrc30	na	17949	0.0	0.14006446	No	
row_87	Xkr4	na	18244	0.0	0.13247189	No	
row_88	Olfr727	na	18380	0.0	0.1289855	No	
row_89	Gm22300	na	19385	0.0	0.10305709	No	
row_90	Gm24959	na	19392	0.0	0.10290213	No	
row_91	Olfr992	na	19473	0.0	0.10083612	No	
row_92	Gm22497	na	19994	0.0	0.08740707	No	
row_93	A230083N12Rik	na	20070	0.0	0.085470185	No	
row_94	Gm22927	na	20171	0.0	0.08288767	No	
row_95	Dpep1	na	20599	0.0	0.07186035	No	
row_96	Gm20460	na	20838	0.0	0.06571397	No	
row_97	4922502B01Rik_2	na	20945	0.0	0.06297651	No	
row_98	A530053G22Rik	na	20952	0.0	0.06282156	No	
row_99	Kcnma1	na	20989	0.0	0.061891854	No	
row_100	Vmn2r-ps53	na	21141	0.0	0.05799226	No	
